age_group,count,election_type,electoral_district,year
66-70,9985,τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,2014
66-70,6035,τοπικής αυτοδιοίκηςη,ΑΡΤΗΣ,2014
66-70,36773,τοπικής αυτοδιοίκηςη,Α'ΑΘΗΝΩΝ,2014
66-70,93633,τοπικής αυτοδιοίκηςη,Β'ΑΘΗΝΩΝ,2014
66-70,31383,τοπικής αυτοδιοίκηςη,ΝΟΜΟΥ ΑΤΤΙΚΗΣ,2014
66-70,14925,τοπικής αυτοδιοίκηςη,Α'  ΠΕΙΡΑΙΩΣ,2014
66-70,18713,τοπικής αυτοδιοίκηςη,Β'  ΠΕΙΡΑΙΩΣ,2014
66-70,18007,τοπικής αυτοδιοίκηςη,ΑΧΑΪΑΣ,2014
66-70,8025,τοπικής αυτοδιοίκηςη,ΒΟΙΩΤΙΑΣ,2014
66-70,2939,τοπικής αυτοδιοίκηςη,ΓΡΕΒΕΝΩΝ,2014
66-70,7289,τοπικής αυτοδιοίκηςη,ΔΡΑΜΑΣ,2014
66-70,14184,τοπικής αυτοδιοίκηςη,ΔΩΔΕΚΑΝΗΣΟΥ,2014
66-70,11335,τοπικής αυτοδιοίκηςη,ΕΒΡΟΥ,2014
66-70,14544,τοπικής αυτοδιοίκηςη,ΕΥΒΟΙΑΣ,2014
66-70,2330,τοπικής αυτοδιοίκηςη,ΕΥΡΥΤΑΝΙΑΣ,2014
66-70,2826,τοπικής αυτοδιοίκηςη,ΖΑΚΥΝΘΟΥ,2014
66-70,12647,τοπικής αυτοδιοίκηςη,ΗΛΕΙΑΣ,2014
66-70,9433,τοπικής αυτοδιοίκηςη,ΗΜΑΘΙΑΣ,2014
66-70,16533,τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,2014
66-70,4203,τοπικής αυτοδιοίκηςη,ΘΕΣΠΡΩΤΙΑΣ,2014
66-70,31991,τοπικής αυτοδιοίκηςη,Α'  ΘΕΣ/ΝΙΚΗΣ,2014
66-70,18966,τοπικής αυτοδιοίκηςη,Β'  ΘΕΣ/ΝΙΚΗΣ,2014
66-70,12707,τοπικής αυτοδιοίκηςη,ΙΩΑΝΝΙΝΩΝ,2014
66-70,9949,τοπικής αυτοδιοίκηςη,ΚΑΒΑΛΑΣ,2014
66-70,10385,τοπικής αυτοδιοίκηςη,ΚΑΡΔΙΤΣΗΣ,2014
66-70,4008,τοπικής αυτοδιοίκηςη,ΚΑΣΤΟΡΙΑΣ,2014
66-70,7963,τοπικής αυτοδιοίκηςη,ΚΕΡΚΥΡΑΣ,2014
66-70,3837,τοπικής αυτοδιοίκηςη,ΚΕΦΑΛΛΗΝΙΑΣ,2014
66-70,6725,τοπικής αυτοδιοίκηςη,ΚΙΛΚΙΣ,2014
66-70,9717,τοπικής αυτοδιοίκηςη,ΚΟΖΑΝΗΣ,2014
66-70,10667,τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,2014
66-70,9219,τοπικής αυτοδιοίκηςη,ΚΥΚΛΑΔΩΝ,2014
66-70,9646,τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,2014
66-70,16664,τοπικής αυτοδιοίκηςη,ΛΑΡΙΣΗΣ,2014
66-70,4776,τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,2014
66-70,10354,τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,2014
66-70,2134,τοπικής αυτοδιοίκηςη,ΛΕΥΚΑΔΟΣ,2014
66-70,12470,τοπικής αυτοδιοίκηςη,ΜΑΓΝΗΣΙΑΣ,2014
66-70,15047,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
66-70,6741,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
66-70,9592,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
66-70,8526,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
66-70,4942,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
66-70,4662,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
66-70,8191,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
66-70,4280,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
66-70,16053,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
66-70,11346,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
66-70,10769,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
66-70,6605,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
66-70,3367,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
66-70,7876,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
66-70,9221,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
66-70,4834,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
71+,52189,τοπικής αυτοδιοίκηςη,ΑΙΤΩΛ/ΝΙΑΣ,2014
71+,20989,τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,2014
71+,42470,τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,2014
71+,18412,τοπικής αυτοδιοίκηςη,ΑΡΤΗΣ,2014
71+,138048,τοπικής αυτοδιοίκηςη,Α'ΑΘΗΝΩΝ,2014
71+,280637,τοπικής αυτοδιοίκηςη,Β'ΑΘΗΝΩΝ,2014
71+,74538,τοπικής αυτοδιοίκηςη,ΝΟΜΟΥ ΑΤΤΙΚΗΣ,2014
71+,53544,τοπικής αυτοδιοίκηςη,Α'  ΠΕΙΡΑΙΩΣ,2014
71+,61779,τοπικής αυτοδιοίκηςη,Β'  ΠΕΙΡΑΙΩΣ,2014
71+,53443,τοπικής αυτοδιοίκηςη,ΑΧΑΪΑΣ,2014
71+,23791,τοπικής αυτοδιοίκηςη,ΒΟΙΩΤΙΑΣ,2014
71+,11450,τοπικής αυτοδιοίκηςη,ΓΡΕΒΕΝΩΝ,2014
71+,26800,τοπικής αυτοδιοίκηςη,ΔΡΑΜΑΣ,2014
71+,35644,τοπικής αυτοδιοίκηςη,ΔΩΔΕΚΑΝΗΣΟΥ,2014
71+,36510,τοπικής αυτοδιοίκηςη,ΕΒΡΟΥ,2014
71+,45054,τοπικής αυτοδιοίκηςη,ΕΥΒΟΙΑΣ,2014
71+,9730,τοπικής αυτοδιοίκηςη,ΕΥΡΥΤΑΝΙΑΣ,2014
71+,10589,τοπικής αυτοδιοίκηςη,ΖΑΚΥΝΘΟΥ,2014
71+,40778,τοπικής αυτοδιοίκηςη,ΗΛΕΙΑΣ,2014
71+,26826,τοπικής αυτοδιοίκηςη,ΗΜΑΘΙΑΣ,2014
71+,46088,τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,2014
71+,12322,τοπικής αυτοδιοίκηςη,ΘΕΣΠΡΩΤΙΑΣ,2014
71+,94117,τοπικής αυτοδιοίκηςη,Α'  ΘΕΣ/ΝΙΚΗΣ,2014
71+,50530,τοπικής αυτοδιοίκηςη,Β'  ΘΕΣ/ΝΙΚΗΣ,2014
71+,41003,τοπικής αυτοδιοίκηςη,ΙΩΑΝΝΙΝΩΝ,2014
71+,33894,τοπικής αυτοδιοίκηςη,ΚΑΒΑΛΑΣ,2014
71+,32107,τοπικής αυτοδιοίκηςη,ΚΑΡΔΙΤΣΗΣ,2014
71+,18358,τοπικής αυτοδιοίκηςη,ΚΑΣΤΟΡΙΑΣ,2014
71+,27204,τοπικής αυτοδιοίκηςη,ΚΕΡΚΥΡΑΣ,2014
71+,19051,τοπικής αυτοδιοίκηςη,ΚΕΦΑΛΛΗΝΙΑΣ,2014
71+,25599,τοπικής αυτοδιοίκηςη,ΚΙΛΚΙΣ,2014
71+,38061,τοπικής αυτοδιοίκηςη,ΚΟΖΑΝΗΣ,2014
71+,33915,τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,2014
71+,31940,τοπικής αυτοδιοίκηςη,ΚΥΚΛΑΔΩΝ,2014
71+,47794,τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,2014
71+,53522,τοπικής αυτοδιοίκηςη,ΛΑΡΙΣΗΣ,2014
71+,16198,τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,2014
71+,46549,τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,2014
71+,7902,τοπικής αυτοδιοίκηςη,ΛΕΥΚΑΔΟΣ,2014
71+,39169,τοπικής αυτοδιοίκηςη,ΜΑΓΝΗΣΙΑΣ,2014
71+,58907,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
71+,19155,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
71+,31322,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
71+,25881,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
71+,13306,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
71+,14403,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
71+,22482,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
71+,16458,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
71+,53728,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
71+,31950,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
71+,36442,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
71+,34088,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
71+,13283,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
71+,21276,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
71+,30606,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
71+,19329,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
