department,institution,period,studentwithdeliveries,studentwithstatements,year
ΕΠΙΣΤΗΜΩΝ ΤΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΤΗΣ ΑΓΩΓΗΣ ΣΤΗΝ ΠΡΟΣΧΟΛΙΚΗ ΗΛΙΚΙΑ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,791,814,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,964,1006,2014
ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,176,197,2014
ΙΑΤΡΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,1018,1033,2014
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,985,1058,2014
ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,1055,1095,2014
ΜΗΧΑΝΟΛΟΓΩΝ &  ΑΕΡΟΝΑΥΠΗΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,745,762,2014
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,956,981,2014
ΠΑΙΔΑΓΩΓΙΚΟ  ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,855,872,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,732,756,2014
ΦΑΡΜΑΚΕΥΤΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,553,576,2014
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,778,790,2014
ΦΙΛΟΣΟΦΙΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,570,598,2014
ΦΥΣΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,599,623,2014
ΧΗΜΕΙΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,509,519,2014
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,Χειμερινή,469,488,2014
ΒΙΟΜΗΧΑΝΙΚΗΣ ΔΙΟΙΚΗΣΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,473,496,2014
ΔΙΕΘΝΩΝ ΚΑΙ ΕΥΡΩΠΑΙΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,642,658,2014
ΝΑΥΤΙΛΙΑΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,929,947,2014
ΟΙΚΟΝΟΜΙΚΗΣ ΕΠΙΣΤΗΜΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,1117,1153,2014
ΟΡΓΑΝΩΣΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,1243,1301,2014
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,591,633,2014
ΣΤΑΤΙΣΤΙΚΗΣ ΚΑΙ ΑΣΦΑΛΙΣΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,775,850,2014
ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ ΚΑΙ ΤΡΑΠΕΖΙΚΗΣ ΔΙΟΙΚΗΤΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,622,640,2014
ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,Χειμερινή,572,628,2014
ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,214,224,2014
ΝΑΥΠΗΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,331,357,2014
"ΙΣΤΟΡΙΑΣ, ΑΡΧΑΙΟΛΟΓΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΠΟΛΙΤΙΣΜΙΚΩΝ ΑΓΑΘΩΝ",ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,386,401,2014
ΚΟΙΝΩΝΙΚΗΣ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,317,330,2014
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,339,353,2014
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,340,358,2014
ΟΡΓΑΝΩΣΗΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΑΘΛΗΤΙΣΜΟΥ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,287,298,2014
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,419,459,2014
ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΔΙΕΘΝΩΝ ΣΧΕΣΕΩΝ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,323,330,2014
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,318,326,2014
ΔΗΜΟΣΙΑΣ ΔΙΟΙΚΗΣΗΣ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,985,1011,2014
ΔΙΕΘΝΩΝ ΕΥΡΩΠΑΙΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,648,674,2014
"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,581,596,2014
ΚΟΙΝΩΝΙΚΗΣ ΑΝΘΡΩΠΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,623,653,2014
ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,494,515,2014
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,888,914,2014
ΟΙΚΟΝΟΜΙΚΗΣ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΑΝΑΠΤΥΞΗΣ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,863,905,2014
ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΙΣΤΟΡΙΑΣ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,711,727,2014
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ & ΠΟΛΙΤΙΚΩΝ ΣΠΟΥΔΩΝ,Χειμερινή,674,696,2014
ΠΡΟΓΡΑΜΜΑ ΕΚΚΛΗΣΙΑΣΤΙΚΗΣ ΜΟΥΣΙΚΗΣ ΚΑΙ ΨΑΛΤΙΚΗΣ ,ΠΑΤΡΙΑΡΧΙΚΗ ΑΝΩΤΑΤΗ ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΑΚΑΔΗΜΙΑ ΚΡΗΤΗΣ,Χειμερινή,63,65,2014
ΠΡΟΓΡΑΜΜΑ ΙΕΡΑΤΙΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΤΡΙΑΡΧΙΚΗ ΑΝΩΤΑΤΗ ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΑΚΑΔΗΜΙΑ ΚΡΗΤΗΣ,Χειμερινή,50,51,2014
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΟΛΥΤΕΧΝΕΙΟ ΚΡΗΤΗΣ,Χειμερινή,459,482,2014
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΟΛΥΤΕΧΝΕΙΟ ΚΡΗΤΗΣ,Χειμερινή,628,672,2014
ΜΗΧΑΝΙΚΩΝ ΟΡΥΚΤΩΝ ΠΟΡΩΝ,ΠΟΛΥΤΕΧΝΕΙΟ ΚΡΗΤΗΣ,Χειμερινή,333,353,2014
ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ,ΠΟΛΥΤΕΧΝΕΙΟ ΚΡΗΤΗΣ,Χειμερινή,668,699,2014
ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΠΟΛΥΤΕΧΝΕΙΟ ΚΡΗΤΗΣ,Χειμερινή,409,432,2014
ΑΙΣΘΗΤΙΚΗΣ ΚΑΙ ΚΟΣΜΗΤΟΛΟΓΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,393,401,2014
ΒΙΒΛΙΟΘΗΚΟΝΟΜΙΑΣ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΗΣΗΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,233,248,2014
ΓΡΑΦΙΣΤΙΚΗΣ - ΓΡΑΦΙΣΤΙΚΗΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,309,323,2014
ΓΡΑΦΙΣΤΙΚΗΣ - ΤΕΧΝΟΛΟΓΙΑΣ ΓΡΑΦΙΚΩΝ ΤΕΧΝΩΝ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,116,145,2014
ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ ΚΑΙ ΚΟΙΝΟΤΙΚΗΣ ΥΓΕΙΑΣ - ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,347,361,2014
ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ ΚΑΙ ΚΟΙΝΟΤΙΚΗΣ ΥΓΕΙΑΣ - ΚΟΙΝΟΤΙΚΗΣ ΥΓΕΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,321,335,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,355,377,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΜΟΝΑΔΩΝ ΥΓΕΙΑΣ ΚΑΙ ΠΡΟΝΟΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,293,328,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,320,338,2014
ΕΜΠΟΡΙΑΣ & ΔΙΑΦΗΜΙΣΗΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,207,228,2014
ΕΡΓΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,431,439,2014
"ΕΣΩΤΕΡΙΚΗΣ ΑΡΧΙΤΕΚΤΟΝΙΚΗΣ, ΔΙΑΚΟΣΜΗΣΗΣ ΚΑΙ ΣΧΕΔΙΑΣΜΟΥ ΑΝΤΙΚΕΙΜΕΝΩΝ",ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,412,443,2014
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,275,309,2014
ΙΑΤΡΙΚΩΝ ΕΡΓΑΣΤΗΡΙΩΝ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,443,453,2014
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,461,474,2014
ΜΑΙΕΥΤΙΚΗΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,550,564,2014
ΜΗΧΑΝΙΚΩΝ ΒΙΟΪΑΤΡΙΚΗΣ ΤΕΧΝΟΛΟΓΙΑΣ Τ.Ε.,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,318,338,2014
ΜΗΧΑΝΙΚΩΝ ΕΝΕΡΓΕΙΑΚΗΣ ΤΕΧΝΟΛΟΓΙΑΣ Τ.Ε.,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,270,293,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,477,512,2014
ΟΔΟΝΤΙΚΗΣ ΤΕΧΝΟΛΟΓΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,290,312,2014
ΟΙΝΟΛΟΓΙΑΣ & ΤΕΧΝΟΛΟΓΙΑΣ ΠΟΤΩΝ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,328,369,2014
ΟΠΤΙΚΗΣ ΚΑΙ ΟΠΤΟΜΕΤΡΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,335,346,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ & ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,210,231,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε. - ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,262,284,2014
ΠΡΟΣΧΟΛΙΚΗΣ ΑΓΩΓΗΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,445,455,2014
ΡΑΔΙΟΛΟΓΙΑΣ - ΑΚΤΙΝΟΛΟΓΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,404,414,2014
ΣΥΝΤΗΡΗΣΗΣ ΑΡΧΑΙΟΤΗΤΩΝ & ‘ΕΡΓΩΝ ΤΕΧΝΗΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,143,162,2014
ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,598,629,2014
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,529,547,2014
ΦΩΤΟΓΡΑΦΙΑΣ ΚΑΙ ΟΠΤΙΚΟΑΚΟΥΣΤΙΚΩΝ,ΤΕΙ ΑΘΗΝΑΣ,Χειμερινή,287,307,2014
ΑΡΧΙΤΕΚΤΟΝΙΚΗΣ ΤΟΠΙΟΥ,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,54,63,2014
ΔΑΣΟΠΟΝΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ  ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,170,179,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,422,478,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,301,355,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,527,617,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,411,442,2014
ΜΗΧΑΝΙΚΩΝ ΤΕΧΝΟΛΟΓΙΑΣ ΠΕΤΡΕΛΑΙΟΥ ΚΑΙ ΦΥΣΙΚΟΥ ΑΕΡΙΟΥ Τ.Ε. ΚΑΙ ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΤΕΧΝΟΛΟΓΙΑΣ ΠΕΤΡΕΛΑΙΟΥ ΚΑΙ ΦΥΣΙΚΟΥ ΑΕΡΙΟΥ Τ.Ε.,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,356,386,2014
ΜΗΧΑΝΙΚΩΝ ΤΕΧΝΟΛΟΓΙΑΣ ΠΕΤΡΕΛΑΙΟΥ ΚΑΙ ΦΥΣΙΚΟΥ ΑΕΡΙΟΥ Τ.Ε. ΚΑΙ ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. - ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,322,362,2014
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,328,338,2014
ΟΙΝΟΛΟΓΙΑΣ & ΤΕΧΝΟΛΟΓΙΑΣ ΠΟΤΩΝ,ΤΕΙ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χειμερινή,104,109,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΜΕΣΟΛΟΓΓΙ),ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,577,650,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΠΑΤΡΑ),ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,763,847,2014
ΔΙΟΙΚΗΣΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΠΟΛΙΤΙΣΤΙΚΩΝ ΚΑΙ ΤΟΥΡΙΣΤΙΚΩΝ ΜΟΝΑΔΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,205,218,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,393,430,2014
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,176,185,2014
ΛΟΓΙΣΤΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,258,305,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,475,522,2014
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,471,487,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,457,503,2014
ΜΗΧΑΝΟΛΟΓΙΑ ΚΑΙ ΥΔΑΤΙΝΩΝ ΠΟΡΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,4,7,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,421,464,2014
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,637,701,2014
ΟΠΤΙΚΗΣ ΚΑΙ ΟΠΤΟΜΕΤΡΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,143,149,2014
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΜΕΣΩΝ ΜΑΖΙΚΗΣ ΕΝΗΜΕΡΩΣΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,112,123,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,382,433,2014
ΤΕΧΝΟΛΟΓΙΑΣ ΑΛΙΕΙΑΣ - ΥΔΑΤΟΚΑΛΛΙΕΡΓΕΙΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,66,75,2014
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,163,178,2014
ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,52,57,2014
